movie_title,username,rating,review_text
Thám Tử Kiên: Kỳ Án Không Đầu,Huynh duc thanh,10,Phim mang lại luồng gió mới...phim quá hay!!!!
Thám Tử Kiên: Kỳ Án Không Đầu,Nguyễn Phương Thảo,10,"Tuỵttt cú mèooo, xứng đáng đồng tièn bát gạo, tuỵt đối điện ảnhhhh"
Thám Tử Kiên: Kỳ Án Không Đầu,Nguyễn Minh Hiền,10,Cực kì hay và logic mong bộ phim được ủng hộ nhiều vào
Thám Tử Kiên: Kỳ Án Không Đầu,Đỗ Thị Thảo Hiền,9,"Cảnh quay đẹp, góc máy đẹp, diễn viên lột tả được hình tượng nhân vật, kịch bản tốt"
Thám Tử Kiên: Kỳ Án Không Đầu,Aicute98,10,"Ok phết, đáng xem"
Thám Tử Kiên: Kỳ Án Không Đầu,Kim Đan,4,"Coi phim này lần thứ hai nên nhận xét công tâm, màn hình rạp bị loá. Cảnh sáng thì loá, cảnh đêm thì mờ, coi đau mắt. Nhân viên rạp ko nhắc nhở khách giữ im lặng ảnh hưởng không khí xem phim"
Thám Tử Kiên: Kỳ Án Không Đầu,Đỗ Tiến Đạt,10,"Phim Việt Nam hay nhất tôi từng xem, thế thôi"
Thám Tử Kiên: Kỳ Án Không Đầu,Phạm Thu Phương,10,"Phim hay lắm mn ơi khog xem là rất phíiiiiiiiiii,lụy phim quá trờiii"
Thám Tử Kiên: Kỳ Án Không Đầu,Trần thị như bình,10,Rất hay và ý nghĩa.1 bộ phim đáng xem ạ
Thám Tử Kiên: Kỳ Án Không Đầu,Võ Quốc Việt,10,Đỉnh của chóp
Thám Tử Kiên: Kỳ Án Không Đầu,Châu Thị Thùy Tiên,10,Film hay xuất sắc đã coi 2 lần rùi đó
Thám Tử Kiên: Kỳ Án Không Đầu,Khánh Tuyền,10,Không có chỗ để chê
Thám Tử Kiên: Kỳ Án Không Đầu,Nguyễn lưu dung,10,Phim rất hay và tất cả các nhân vật thật sự diễn đúng cảm xúc
Thám Tử Kiên: Kỳ Án Không Đầu,IAMOLD,9,"Sẽ cho 10 điểm nếu đoạn ""chuyện nhỏ nối chuyện lớn"" được làm mượt hơn nữa"
Thám Tử Kiên: Kỳ Án Không Đầu,NgoUyenVy,10,phim cuốn lắm cả nhà
Thám Tử Kiên: Kỳ Án Không Đầu,Trương Quỳnh Xuân Trúc,9,âm thanh của phim có vài chỗ hơi nhỏ khó nghe
Thám Tử Kiên: Kỳ Án Không Đầu,Nguyễn Thành Gia Phú,10,Quá hay luôn
Thám Tử Kiên: Kỳ Án Không Đầu,Thu Hương,10,"Phim rất hay, nhiều plot twist nhiều, kích tính, không ngờ tới. Nói chung là đáng xemmm nha mng!!"
Thám Tử Kiên: Kỳ Án Không Đầu,Bùi Thị Nguyên Thảo,10,"Hấp dẫn , hay , xem mà cứ sợ hết phim ý"
Thám Tử Kiên: Kỳ Án Không Đầu,Lucas Le,10,"Film hay gây cấn, xuất sắc"
Thám Tử Kiên: Kỳ Án Không Đầu,Võ  thị thanh tuyền,10,10 điểm  0 có nhưng
Thám Tử Kiên: Kỳ Án Không Đầu,Cao Ngọc Tiến,1,"Lời thoại hiện đại, không phù hợp trang phục cổ trang;"
Thám Tử Kiên: Kỳ Án Không Đầu,Hienvuhihihaha,10,"Phim hay nha, có yếu tố hài cho mấy bà đỡ sợ phim kinh dị nha"
Thám Tử Kiên: Kỳ Án Không Đầu,Nguyễn Thị Hải,7,"Cũng tạm, ko nổi trội lắm"
Thám Tử Kiên: Kỳ Án Không Đầu,Minhderr,10,Không ngờ là con Nga nó còn sống luôn á
Thám Tử Kiên: Kỳ Án Không Đầu,Bùi Lương Thảo,10,HaY nHa MÁ
Thám Tử Kiên: Kỳ Án Không Đầu,ruby21,10,"Phim phải nói là hay nhất từ đầu năm 2025 đến giờ, xuyên suốt bộ phim ko có tình tiết vụn, từng thoại của nhân vật, hành động,.. đều có lý do. Thật sự quá hay, cái kết bất ngờ, đoán từ người này qua người kia nhưng trật lất hết :))
mong có p2!"
Thám Tử Kiên: Kỳ Án Không Đầu,Lê Quỳnh Trang,10,Hay nha. Tình tiết hấp dẫn
Thám Tử Kiên: Kỳ Án Không Đầu,Nguyễn Nhật Quỳnh Trâm,10,"Hay, lần đầu coi phim mà muốn đi xem lại lần 2, mọi người nên xem nha"
Thám Tử Kiên: Kỳ Án Không Đầu,Sơn,9,Ok đáng xem
Thám Tử Kiên: Kỳ Án Không Đầu,Vankhanh01,10,Phim hay nha. Không ngờ thủ phạm là ông thầy luôn á =))
Thám Tử Kiên: Kỳ Án Không Đầu,Mai Linh,10,Hay qaa mà sợ nha
Thám Tử Kiên: Kỳ Án Không Đầu,Kim Thùy,10,Bộ phim đáng tiền nhất từ tết 2025 tới giờ mà tôi xem
Thám Tử Kiên: Kỳ Án Không Đầu,Đỗ Như Ý,10,"hay, do dự gì nữa coi đi"
Thám Tử Kiên: Kỳ Án Không Đầu,Lam thi Thúy mai,7,Phim xua ma bo rang trắng quá !
Thám Tử Kiên: Kỳ Án Không Đầu,Lê Gia Bảo,9,Phim tuyệt vời
Thám Tử Kiên: Kỳ Án Không Đầu,vythichgaran,10,"siêu siêuuuuuu hayyy, hồi hợp kinh khủng"
Thám Tử Kiên: Kỳ Án Không Đầu,Nguyễn huy phương,10,Xuất sắc 10/10
Thám Tử Kiên: Kỳ Án Không Đầu,Lý Thị Kim Ngân,10,"Lần đầu tiên bỏ tiền ra coi phim mà cảm thấy không có gì để chê , phim rất hay và kịch bản rất chặt chẽ , mình cho phim 10 sao luôn 
Rất hi vọng phim mau sớm có phần 2 ạ !!!!"
Thám Tử Kiên: Kỳ Án Không Đầu,Nguyễn Thành Ý,10,"Phim hay, Nội dung Logic hồi hộp hấp dẫn, ko bị chán"
Thám Tử Kiên: Kỳ Án Không Đầu,manhxinhiu,10,"phim thực sự rất hay mình đã đi xem và trải nghiệm thì thấy thực sự phim dc khai thác các tình tiết và nội dung rất tốt lôi cuốn người xem dàn cast thì khỏi chê r đây đúng là 1 bộ phim mà cơ thể nói là hay nhất năm 2025. Mình xem r mà vẫn muốn xem lại vì phim quá hay đi rất điện ảnh, vừa đã tai vừa như rửa mắt vậy"
Thám Tử Kiên: Kỳ Án Không Đầu,Lương Nguyệt,10,hay vãiiii
Thám Tử Kiên: Kỳ Án Không Đầu,Nguyễn Thị Ngọc Dung,10,"Đây là bộ phim duy nhất khiến mình xem 2 lần vẫn không thấy phí tiền, phim vượt trên kỳ vọng của mình, còn khiến mình phải đi cmt khen phim hay mặc dù mình chưa từng làm điều đó trước đây. Cảm ơn đạo diễn Victor và ekip cũng như các diễn viên phim TTK rất nhiều và mình chúc đoàn phim đạt được doanh thu phá kỷ lục từ đầu năm đến giờ."
Thám Tử Kiên: Kỳ Án Không Đầu,Lê Phạm Yến Nhi,9,Phim hay hấp dẫn
Thám Tử Kiên: Kỳ Án Không Đầu,giàu,10,"phim hay, ko ngờ VN lại làm đc phim logic và hấp dẫn như thế."
Thám Tử Kiên: Kỳ Án Không Đầu,Nguyễn Liên,10,"Phim hay mn đi xem ủng hộ nhen , rạp nên tăng xuất chiếu cho phim TTK 🩵"
Thám Tử Kiên: Kỳ Án Không Đầu,Điền Thị Mai Trinh,10,Quá hay lun á
Thám Tử Kiên: Kỳ Án Không Đầu,Lê Ngô Ánh Ngọc,10,"phim hay nha,hi vọng đạo diễn ra thêm nhiều phần nữa"
Thám Tử Kiên: Kỳ Án Không Đầu,Nguyễn Minh Thảo,5,"Phim trinh thám nhưng không suy luận quá nhiều. Thám tử Kiên đánh nhau giỏi hơn suy luận:) Hung thủ gây án mất tích của nhân vật N không có gì bất ngờ. Vụ án ma da quá đơn giản, chỉ có 1 hung thủ và 1 cách gây án suy luận qua 1 manh mối là ra luôn. Xem giải trí thì đc"
Thám Tử Kiên: Kỳ Án Không Đầu,Baongan1603,10,Phim hay lắm ạh 😍
Thám Tử Kiên: Kỳ Án Không Đầu,hoaian12,10,"Phim rất hay, mọi người nên đi xem, rất cuốn hút."
Thám Tử Kiên: Kỳ Án Không Đầu,Nguyễn thị nhung,9,phim hay và chỉn chu
Thám Tử Kiên: Kỳ Án Không Đầu,Nguyễn Đắc Thanh Trâm,10,"Phim hay, có logic về mạch phim, lối kể chuyện tốt"
Thám Tử Kiên: Kỳ Án Không Đầu,Đặng anh kỳ,10,"Bộ phim này nó dắt tôi như con bò , tình tiết khó đoán và cực kì logic, nhưng có vài điểm hơi vô lí síu đó chính là , tại sao ban đầu thám tử chẳng có ai đi cùng cho đến khi song vụ án thì mới có người đi theo bảo vệnhưng nói đi cũng phải nói lại bộ phim này quá hay tưởng là phim tìm mà nhưng không phải là phim ma, mong phần sau đạo diễn để ý"
Thám Tử Kiên: Kỳ Án Không Đầu,Nguyễn thị quỳnh như,10,phim quá xuất sắc
Thám Tử Kiên: Kỳ Án Không Đầu,Hoàng Trần Thanh Thảo,10,"Phim hay, lồng ghép các miếng hài nhẹ nhàng rất duyên. Đặc biệt thám tử Kiên đẹp trai quáaa. Nhạc phim cũng hay nữa"
Thám Tử Kiên: Kỳ Án Không Đầu,Lê Minh Nhật,10,"Quá xuất sắc, tuyệt tác điện ảnh, phim hay nhất của năm."
Thám Tử Kiên: Kỳ Án Không Đầu,Lê Thanh Tùng,10,Rất hayyyyy
Thám Tử Kiên: Kỳ Án Không Đầu,Nguyễn Hồng Giàu,9,10 điểm nhưng 1 điểm để dành xem phim tiếp theo của đạo diễn ạ!
Thám Tử Kiên: Kỳ Án Không Đầu,Quynguyen2027,10,Phim hay đỉnh chóp
Thám Tử Kiên: Kỳ Án Không Đầu,Võ Ngọc Quỳnh Như,10,"Lật mặt nhiều tình tiết không ngờ tới, làm ma giống quái vật đờm, quá xấu. Hi vọng ra phần 2"
Thám Tử Kiên: Kỳ Án Không Đầu,Ivy_Trat,7,"Đừng gọi Thám Tử Kiên nữa, gọi Kiên-Daichi đi!

Kể từ Người Vợ Cuối Cùng cứ cảm thấy Victor Vũ xuống phong độ. Phải đến Thám Tử Kiên: Kỳ Án Không Đầu mới thấy đạo diễn bật mode trở lại. Bộ phim công nhận là hay, đúng chất trinh thám. Vụ án không đầu vừa rùng rợn vừa lắt léo, thách thức các suy luận, được trình bày mạch lạt và khéo léo, đủ kịch tính từ tình tiết đến hình ảnh. 

Nguyễn Huy vào vai khá đạt, ra dáng một nhân vật từng trải nhưng vẫn có những khuyết điểm để phim xây dựng được một hình tượng đủ hấp dẫn ánh nhìn. Nhất là màn hành động của anh được làm tốt. 

Nhưng nói phim hoàn hảo thì không hẳn. Logic vụ án thì đạt nhưng mối quan hệ không rõ, lại bùng binh nên khá rối. Nói chung là phim có mấy lỗi lắt nhắt hơi khó chịu. Chấm điểm 7/10"
Thám Tử Kiên: Kỳ Án Không Đầu,Thanhha_0410,10,"Mình đã xem nhiều phim Việt, nhưng riêng bộ này mình đã có cái nhìn rất mới, phải ồ woa vì phim Việt quay được cỡ này luôn á. Nam chính và phản diện có nhiều cảnh đối đầu rất hay, cảnh đẹp, nhạc phim hay. Mọi người cứ thử xem nha, mình tình nguyện seeding cho con phim này"
Thám Tử Kiên: Kỳ Án Không Đầu,lam ngọc,10,"Siêuu hay luôn nha , có thể nói đây là bộ phim hay nhất từ đầu năm đến h mình đã xem 💖💖 Rất mong thám tử kiên có thể ra thêm nhiều phần nữa"
Thám Tử Kiên: Kỳ Án Không Đầu,Đạo Huỳnh,10,11đ không có nhưng. Đỉnh của đỉnh
Thám Tử Kiên: Kỳ Án Không Đầu,Nguyễn Thị Ngọc Huyền,10,Phim hay đáng để xem
Thám Tử Kiên: Kỳ Án Không Đầu,Xuyên,9,"Tr oiii phim gây cấn vớ nhiều cú twist lắm. Mình là một người rất sợ phim kinh dị luôn á nhưng vẫn không hối hận khi đi coi, hayyyy lắm á mọi người đi điii"
Thám Tử Kiên: Kỳ Án Không Đầu,hiwalia,7,Anh Kiên đánh nhau tốt.
Thám Tử Kiên: Kỳ Án Không Đầu,Võ Đại Vỹ,10,"nhân vật, cốt truyện, phong cảnh quay,.. 10/10"
Thám Tử Kiên: Kỳ Án Không Đầu,Trương minh tấn phát,10,fim hay á nha
Thám Tử Kiên: Kỳ Án Không Đầu,HienNguyenThu,10,"Dưới góc nhìn của người đã từng xem khá nhiều phim Việt, cá nhân mình đánh giá đây là 1 bộ phim khá xuất sắc. Từ góc quay, cảnh quay đến âm thanh đều rất chất lượng. Mạch phim lôi cuốn, nội dung ổn, khá nhiều cú twist đặt ra và cái kết tròn trịa, không gây mẫu thuẫn. Nội dung phim gần giống với phim Địch Nhân Kiệt và Connan. Dàn diễn viên đóng tròn vai, đặc biệt là nhân vật Thám tử Kiên, Hai Mẫn và bà Huyện. Một điều đáng tiếc có lẽ là phim chưa khai thác sâu và thêm đất diễn cho nhân vật Thạc, Tuyết và quan Huyện. Nhưng nhìn chung đây là bộ phim Việt được đầu tư rất chỉnh chu, vượt ngoài mong đợi và rất đáng xem."
Thám Tử Kiên: Kỳ Án Không Đầu,hoanghai1710,10,"phim hay, mong có phần tiếp theo"
Thám Tử Kiên: Kỳ Án Không Đầu,Sanghanh,10,10đ nên coi nha mn ơi hay lắm
Thám Tử Kiên: Kỳ Án Không Đầu,Đàm Minh Khoa,10,"Phim hay, cảnh đẹp, diễn xuất ổn - Phim Việt hay nhất mình từng xem (dù mình cũng thường không thích phim Việt lắm)"
Thám Tử Kiên: Kỳ Án Không Đầu,miduynph,8,"Thám Tử Kiên: Kỳ Án Không Đầu xây dựng một kịch bản chắc tay, lôi cuốn từ những phút đầu tiên. Câu chuyện về thám tử Kiên lần theo dấu vết một vụ án rùng rợn trong ngôi làng hẻo lánh được đẩy nhịp nhanh, giàu kịch tính, nhưng vẫn giữ được chiều sâu tâm lý nhân vật.
Điểm mạnh nổi bật của phim nằm ở phần hình ảnh. Các góc quay trau chuốt, bối cảnh núi rừng Việt Nam hiện lên vừa hùng vĩ vừa ma mị, góp phần đẩy cao không khí ly kỳ. Victor Vũ còn đầu tư công phu vào phục trang cổ trang, khiến từng khung hình thêm phần chân thực và đậm chất văn hóa Việt.
Dàn diễn viên ghi dấu ấn mạnh mẽ: Quốc Huy vào vai thám tử Kiên sắc sảo, Đinh Ngọc Diệp thể hiện sự linh hoạt trong cá tính của Mợ Hai Mẫn, cùng những gương mặt trẻ như Minh Anh mang lại sự tươi mới. Diễn xuất tự nhiên, nhiều phân đoạn cao trào được xử lý tinh tế, giàu cảm xúc.
Nhìn chung, Thám Tử Kiên: Kỳ Án Không Đầu là một nỗ lực chỉn chu, kết hợp giữa yếu tố trinh thám, kinh dị và bản sắc Việt."
Thám Tử Kiên: Kỳ Án Không Đầu,anan681,10,"Sau Người Vợ Cuối Cùng ko dám mong đợi nhiều, nhưng đúng là đi xem với tâm thế không quá kỳ vọng nên khi coi xong Thám Tử Kiên càng hài lòng gấp bội!!! Phim chỉn chu từ trang phục, bối cảnh đến cốt truyện. Cân bằng yếu tố giải trí (nhưng mình khá là ko thích điểm này lắm vì lạm dụng thoại trend bây h hơi nhiều nên có chút phá mood cổ trang á, nhưng thôi chắc để tiếp cận nhiều khán giả hơn thì chấp nhận nè) và yếu tố trinh thám, kinh dị. Tiếc là thám tử hơi chìm khúc cuối, nếu khúc này làm tốt hơn để ""hào quang"" nam 9 toả sáng thì sẽ oke hơn. Chứ phim thám tử mà giờ ai xem xong cũng mê cô Hai Mẫn quá chòi :))))"
Thám Tử Kiên: Kỳ Án Không Đầu,Võ Văn Sơn,9,phim hay. rất cuốn
Thám Tử Kiên: Kỳ Án Không Đầu,Lê Quang Đạt,10,"Đây là bộ phim đỉnh nhất mà tôi từng được xem, từ nhân vật đến cốt truyện, bối cảnh phim tất cả đều được làm rất tỉ mỉ, bộ phim mang lại những cảm xúc rất tuyệt vời, những cảm xúc ấy không đến nửa vời mà thật sự chạm đến đáy lòng của tôi, diễn xuất của nhân vật rất tự nhiên. Tôi như thể đã là một phần của bộ phim ngay từ khi đặt mình lên ghế rạp. Cảm giác thật khó quên, thật sự hạnh phúc và tự hào khi được thưởng thức một thuần Việt như vậy. Sau khi xong deadline chắc chắn tôi sẽ quay lại để xem lại lần hai, lần ba,... Có lẽ sẽ xem đến khi nào ngán ngẫm thì thôi. Tôi chân thành cảm ơn Đạo diễn và các Nhà làm phim đã tạo ra một tuyệt phẩm như vậy, thật tuyệt vời nếu tôi có thể xem những bộ phim tuyệt vời như vậy trong tương lai. Xin được gửi lời chúc trân trọng nhất đến đạo diễn cùng toàn bộ ê-kíp sáng tạo – chúc quý vị tiếp tục vững bước trên hành trình nghệ thuật, không ngừng tạo nên những tác phẩm chạm đến trái tim và vượt qua mọi giới hạn của điện ảnh."
Thám Tử Kiên: Kỳ Án Không Đầu,LÊ QUANG ĐẠT,10,"Phim cực kì đỉnh, quá peak, absolute cinema"
Thám Tử Kiên: Kỳ Án Không Đầu,Phạm Minh Hiếu,10,"Phải nói là xuất sắc từ hình ảnh, âm thanh, góc quay và cả tình tiết phim lẫn chỉ đạo võ thuật. Một bước ngoặc lớn cho điện ảnh Việt Nam"
Lật Mặt 8: Vòng Tay Nắng,Nguyenthyhihi,6,"Phim khá hay, hơn nhiều diễn viên nên chưa tập trung khai phá cảm xúc từng nhân vật, cốt phim khá giống của trấn thành, chưa hay bằng những phần trước"
Lật Mặt 8: Vòng Tay Nắng,Ngochung138,8,Phim cx hay
Lật Mặt 8: Vòng Tay Nắng,Điệp,8,"Một bộ phim hay cho giới trẻ, trung niên và cả người già. Những người làm con, làm cha làm mẹ, làm ông bà.
Diễn viên diễn tự nhiên như không diễn. Có những đoạn làm mình bật cười, có những lúc tự nhiên rơi nước mắt. 
Kịch bản phim nhẹ nhàng, không drama, không lên gân. Mọi thứ diễn ra tự nhiên như nhịp sống hàng ngày.
Cái kết day dứt nhưng đúng thực tế, làm người xem sẽ nhớ lâu hơn."
Lật Mặt 8: Vòng Tay Nắng,Ngô Hoa Hồng Hạnh,10,"quá hay, có phần xúc động k thể tả"
Lật Mặt 8: Vòng Tay Nắng,Trần Bảo Nguyên,8,"Nội dung hay và diễn viên tốt, nhưng chưa thể đánh tâm lý mình những đoạn cảm xúc nhất . Nói chung phim hay lắm"
Lật Mặt 8: Vòng Tay Nắng,hung2704,10,Phim rất hay
Lật Mặt 8: Vòng Tay Nắng,NGUYỄN THỊ THANH XUÂN,10,"Phim rất hay, tình cảm, nhẹ nhàng"
Lật Mặt 8: Vòng Tay Nắng,Đặng Tô Ngọc,7,Phim phù hợp với những người học cấp 3 trở xuống. Phim chuyển cảnh quá nhanh.
Lật Mặt 8: Vòng Tay Nắng,Ngô Thị Mỹ Nhung,9,"Phim hay, nên xem nhé"
Lật Mặt 8: Vòng Tay Nắng,CHAU NGUYEN BAO TOAN,10,Khó vẽ nụ cười
Lật Mặt 8: Vòng Tay Nắng,Ngô Thái Dương,7,hát hơi nhièu hơi chán
Lật Mặt 8: Vòng Tay Nắng,Cao Thiên An,6,Rất khó chịu vì những tình tiết vô lý đến ko ngờ
Lật Mặt 8: Vòng Tay Nắng,Nguyễn Duy Văn,10,Phim hay và chạm đến cảm xúc trong con người. Tiếc là kết không đẹp lắm
Lật Mặt 8: Vòng Tay Nắng,Hồng Thắm,10,"Phim rất hay và ý nghĩa. Là người thuộc thế hệ gen Z, phim thật sự chạm đến được trái tim tôi. Khúc đầu phim thì phim rất hài hước, vui vẻ đến khúc sau thì tôi khóc nhiều và có những câu nói của nhân vật thực sự tôi cũng từng nói như vậy."
Lật Mặt 8: Vòng Tay Nắng,Phạm Thanh,10,"Phim rất hay ,"
Lật Mặt 8: Vòng Tay Nắng,Đức Anh,6,"Nội dung hời hợt, coi cho vui"
Lật Mặt 8: Vòng Tay Nắng,Caramen299,5,"Thực sự là một bước lùi của Lý Hải về series này. Nội dung với cốt truyện rất gượng ép, đồng ý là nói về tình cảm gd nhưng phần trước hay biết bao nhiêu thì phần này nhiều sạn bấy nhiêu. Những tình thiết vô lý và cách giải quyết vấn đề cũng ???. Cái kết càng làm cho mình hụt hẫng hơn. Lúc đầu xem trailer mình cũng đoán là chủ đề cũ nhưng mong chờ nhiều hơn, xem xong thì chỉ đọng lại 2 chữ thất vọng."
Lật Mặt 8: Vòng Tay Nắng,Huỳnh Thị Ngọc Châu,10,"Rất có ý nghĩa, đầy cảm xúc, đang đi xem"
Lật Mặt 8: Vòng Tay Nắng,Lê Thị Cẩm Tiên,8,Hay nhưng mà không có ba nên không cảm nhận đc🙁
Lật Mặt 8: Vòng Tay Nắng,Hán Thị Thanh Lan,9,Phim hay và có ý nghĩa về tình cảm gia đình. Phụ huyng có con từ 13 tuổi nên cho con xem bộ phim này.
Lật Mặt 8: Vòng Tay Nắng,Long hoang,5,"Cách kể chuyện của phim không thuyết phục chút nào, ai lại cư xử như thế chứ trời"
Lật Mặt 8: Vòng Tay Nắng,NGUYEN VAN VY,3,"Nội dung nhàm chán, k gây ấn tượng gì"
Lật Mặt 8: Vòng Tay Nắng,Duy lê,9,phim ý nghĩa
Lật Mặt 8: Vòng Tay Nắng,IAMOLD,10,"chưa bao giờ xem phim của Lý Hải, nhưng mà như vầy thì rất được"
Lật Mặt 8: Vòng Tay Nắng,VŨ MẠNH HÙNG,10,"PHIM HAY, CẢM ĐỘNG"
Lật Mặt 8: Vòng Tay Nắng,Trần Mai Thuý Vi,10,Phim rất hay. Mẹ mình xem khóc. Xem xong cứ về nhà khen quài luôn. Kêu đi xem phim là lúc nào cũng đòi coi phim Lý Hải mới chịu đi. Chờ mỗi phim Lý Hải. Hi vọng sớm có tiếp Lật Mặt 9 để dẫn mẹ đi coi tiếp. Mình coi xong muốn đi xem lại lần nữa
Lật Mặt 8: Vòng Tay Nắng,LETANLOC,6,Cái chết người cha hết sức lãng nhách. Con bé con là người ra ý tưởng trang phục và là người may cắt trang phục đó thì không thể nào mấy tiếng đồng hồ lại không thể cắt may lại một cái áo diễn như vậy. Trong khi trong hậu trường diễn lại đầy rẫy phụ kiện. Một viên sạn khá lớn.
Lật Mặt 8: Vòng Tay Nắng,CHAU HOÀNG GIANG EM,9,"Cho 9 sao tại vì số 9 là số mây mắn 
Phim hay nhưng lê tuấn khang vô vai ít quá 
mong lật mặt 9 có ra có mời lê tuấn khang 
mong a hải cho bạn diễn vai nhiều hơn ak
Xin cảm ơn"
Lật Mặt 8: Vòng Tay Nắng,Trinhvanquyet,5,Ko có j là lật mặt
Lật Mặt 8: Vòng Tay Nắng,Nguyễn Xuân Quang,10,phim hay ý nghĩa về gia đình. Mình xem còn nổi da gà
Lật Mặt 8: Vòng Tay Nắng,Nguyễn Thị Diễm Phúc,1,"Phim dở mà seeding hay nha. Phim - âm điểm marketing 10 điểm. Thiết nghĩ mấy ông đạo diễn có coi phim Hàn phim US UK khum, k học hỏi đc tính logic và cách làm phim của họ ha😅"
Lật Mặt 8: Vòng Tay Nắng,Trần Quốc Kiệt,10,Phim hay lắm nha rất ý nghĩa nữa mọi người nên đi xem nha ✌️
Lật Mặt 8: Vòng Tay Nắng,Phạm Ngọc Quế Trân,9,"Phim đầu tư rất công phu, các yếu tố hài hoà nhau. Nhưng cốt truyện rất dễ đoán, không có yếu tố bất ngờ. Nói chung phim hay, luôn ủng hộ Lý Hải."
Lật Mặt 8: Vòng Tay Nắng,LAM HOANG YEN,10,"Bộ phim chạm đến trái tim của người xem về tình cảm gia đình, đặc biệt về tình cha đối với con thật ấm áp."
Lật Mặt 8: Vòng Tay Nắng,Ngoctrinh123,4,"Phim nhạt không liên kết , nội dung chỉ có thể chiếu tivi"
Lật Mặt 8: Vòng Tay Nắng,Vòng Pểnh Phi,10,Phim rất hay và ý nghĩa
Lật Mặt 8: Vòng Tay Nắng,Nguyễn Thuý Vy,10,Phim rất hay
Lật Mặt 8: Vòng Tay Nắng,Nguyễn Thị Hồng Cẩm,7,"Phim hay, ý nghĩa"
Lật Mặt 8: Vòng Tay Nắng,Dương Trùng Dương,8,Mong sẽ có 1 cái kết truyện hay hơn nữa nếu người bố sống
Lật Mặt 8: Vòng Tay Nắng,BeNhiiiiii,10,Phim hay tình cảm về gia đình không bao giờ là lỗi thời. Giới trẻ nên xem phim để có cái nhìn khách quan hơn.
Lật Mặt 8: Vòng Tay Nắng,Nguyễn Thị Anh Đào,10,"Phim hay theo tôi cảm nhận bộ phim này sẽ thu về nhiều lợi nhuận hơn các tập lật mặt trước nữa . Khán giả trẻ xem khóc rất nhiều , lay động cảm xúc tích cực đến với giới trẻ . Tặng phim 10 điểm . Xứng đáng với sự nổ lực của đoàn phim và đạo diễn lý hải . Tôi sẽ xem lật mặt tiếp theo nếu có"
Lật Mặt 8: Vòng Tay Nắng,dieuthanh,10,"Phim rất hay rất ý nghĩa, nhưng cái kết vai của chú Long bùn quá, làm người xem khóc quá chừng"
Lật Mặt 8: Vòng Tay Nắng,manhxinhiu,7,thực sự mình cảm thấy phim làm về chủ đề gia đình cx rất ý nghĩa nhưng dự án phim lần này làm ch dc trọn vẹn(ýkr) chưa có nhiều tình tiết yếu tố đặc sắc thu hút mình mặc dù vẫn có cảnh vui và buồn nhưng mà mình vẫn thấy k dc ấn tượng cho vs lm8 lần này
Lật Mặt 8: Vòng Tay Nắng,Nguyễn Mai Thảo Tuyết,10,"Bộ phim rất có ý nghĩa và hay. Nhưng theo quan điểm cá nhân của con xem qua mỗi phần. Thì lần này nhẹ đô hơn phần LM7 .. nếu được con mong chú những phần sau làm về nội dung Cha rượu chè nhu nhược, kiểu k coi trọng mạng sống nhưng con cái lại lo lắng mà nói k đc, mẹ cờ bạc hay gd ly dị... K hiểu dc cảm giác của con cái, nhưng đứa con thay vì xấu hổ thì lại im lặng và cố gắng trong cô độc... Con nghĩ sẽ chạm đến nhiều hoàn cảnh hiện tại đang xảy ra hơn, vì xung quanh con, bb con 10 đưa hết 9 đứa trong hoàn cảnh như v r ạ... Con chỉ muốn chú ngày càng phát triển hơn, chứ k có ý xấu gì hết.. dù sao đi nữa . GĐ con vẫn ủng hộ chú và ekip qua từng phần... Con cảm ơn chú đã đọc và chúc chú và ekip thành công hơn nữa..."
Lật Mặt 8: Vòng Tay Nắng,Trần Thị Ngọc Ngân,10,Phim coi rất hay và cảm động
Lật Mặt 8: Vòng Tay Nắng,Trương Thị Ánh Đào,9,"Phim khá hay, cảm động, miêu tả tình cha con rất sâu sắc. Nhạc phim hay"
Lật Mặt 8: Vòng Tay Nắng,Lê thị mỹ trinh,10,Phim hay nói về tình cảm gia đình .
Lật Mặt 8: Vòng Tay Nắng,Hoàng Định,5,Phim càn ngày càn dỡ...
Lật Mặt 8: Vòng Tay Nắng,Lưu Hoàng Sang,8,cung ok day chu
Lật Mặt 8: Vòng Tay Nắng,Đàm Tiểu Tường,10,Phim hay lắm ạ
Lật Mặt 8: Vòng Tay Nắng,Nguyễn Thị Lan Anh,10,"Hay và ý nghĩa, chạm đến cảm xúc người xem"
Lật Mặt 8: Vòng Tay Nắng,Anh100521,3,"Dở nhất trong tất cả các phần, mấy đứa khen hay chắc người của đoàn thuê"
Lật Mặt 8: Vòng Tay Nắng,Tiết Nguyên,10,Phim hay. Top1 phim Viêt
Lật Mặt 8: Vòng Tay Nắng,Thaiphu189,10,"Phim hay nè, hãy cảm nhận theo cách của bạn❤️"
Lật Mặt 8: Vòng Tay Nắng,Anh vũ,6,Ông ba đâu ???
Lật Mặt 8: Vòng Tay Nắng,Nguyễn Yến Nhi,10,Hay lắm nhưng nội dung vs kịch bản quá dễ đoán
Lật Mặt 8: Vòng Tay Nắng,phuongthaogmail.com,10,"Phim rất hay,đáng để xem"
Lật Mặt 8: Vòng Tay Nắng,Nhi nhi,10,"Nội dung phim rất cảm động, hình ảnh âm thanh đều đầu tư tốt. Mọi người có thể cân nhắc đi xem trong dịp lễ này cùng gia đình"
