id,movie_title,review_text,rating
1430,Nghề Siêu Khó Nói,"I laugh at every joke, RIGHT ON!",10
1431,Nghề Siêu Khó Nói,"dở tệ, nhạt lách",1
1432,Nghề Siêu Khó Nói,"Xem hơi vô tri tí nhưng ko tệ, cũng có tí hài hước nhẹ. Nếu rảnh lấp thời gian trống thì cũng là 1 lựa chọn",7
1433,Thám Tử Sét Đánh,rấy là hay nha mọi người,10
1434,Cô Gái Năm Ấy Chúng Ta Cùng Theo Đuổi (Hàn),"má film đang ổn. cuối kết như đấm vào mặt, nữ chính trong buổi lễ trang trọng hôn ng khác, chú rể kiểu ok,...tác giả bị đần loạn vc. T chửi nát film dù nữ chính có xinh đến đâu",1
1435,Cô Gái Năm Ấy Chúng Ta Cùng Theo Đuổi (Hàn),"tuyệt cà là vời nha, nữ chính đẹp lắm lắm lắm",10
1436,Vòng Tròn Oan Nghiệt,"Trời má ôi Cult Classic, tính ra chưa xem bản nhật nên tưởng bản mỹ đã hay lắm rồi, ai dè xem xong cái này mới thấy nó đỉnh cỡ nào aaaaaaaaaaaaaaaaaa",10
1437,Nhà Ga Ma Chó,"Phí tiền nha cả nhà, hong nên xem",1
1438,Nàng Bạch Tuyết,"The twist were quite on the nose, like teasing the audiences.
.
but it's good, as a whole",10
1439,Nàng Bạch Tuyết,"Phim nhạt nhẽo, hát nhiều, chả có nội dung gì, diễn biến cao trào cũng ko. Xem buồn ngủ",4
1440,Nàng Bạch Tuyết,Dở ác luôn,1
1441,Âm Dương Lộ,"Đoạn đầu phim hơi dài và thừa
.
.
.
Ngoài ra thì đạt",9
1442,Âm Dương Lộ,"Phim hay, tình cảm",10
1443,Âm Dương Lộ,quá hay trên cả mong đợi,10
1444,Âm Dương Lộ,"Chê
Mạch phim dài lan man, dành cả nửa đoạn đầu phim chỉ để câu giờ k tập trung mạch truyện, NV chỉ mang tính giải trí diễn đơ, xem ngại dùm
Cốt truyện basic dễ đoán được tình tiết k có tính lôi cuốn, ngoại trừ cảnh giải trí ra thì hầu như k tập trung phim.
Phim vẽ ra rất nhiều nhân vật nhưng k khai thác hết, rất tạm bợ và cưỡng ép. Nhiều chi tiết được thêm vào nhưng không giải thích được và bỏ xó.
Phim như thế này thì chỉ làm ngành phim Việt càng rách thêm!",1
1445,Âm Dương Lộ,"Nội dung phim hay, ý nghĩa. Tuy nhiên, về phía cá nhân mình, nếu: kết thúc phim, nhà cô gái Thùy Chi cảm ơn Trọng Nhân, sau đó nhận đỡ đầu cho Trọng Nhân thực hện ước mơ của cô gái thì sẽ hay hơn.",9
1446,Âm Dương Lộ,phim hay cảm động về nghề tài xế xe cấp cứu,7
1447,Âm Dương Lộ,Phim hay cái kết cũng hơi buồn,8
1448,Âm Dương Lộ,"Phim hay, diễn viên đẹp",10
1449,Âm Dương Lộ,khá hay á chớ,10
1450,Âm Dương Lộ,"Hay nhe, lần đầu tiên bộ phim ma Việt Nam hay nhất mà tui từng coi",10
1451,Âm Dương Lộ,Phim hay kết ý nghĩa,10
1452,Âm Dương Lộ,"Phim hay , nam nữ chinh đẹp , vừa hài vừa sợ , 10 điểm .",10
1453,Âm Dương Lộ,"Rất thích,anh dũng thì hài,coi phim ma mà tui cười nhiều lắm,nhưng coi rất đáng tuỳ năng lượng của mỗi người, vợ chồng toi rất thích.",10
1454,Âm Dương Lộ,Phim ý nghĩa. có câu chuyện,10
1455,Âm Dương Lộ,Hay.hấp dẫn,10
1456,Huyết Án Truy Hành,"Ờm.... phim cũng tạm, nếu nói thẳng trọng tâm thì phim có nội dung với ý nghĩa nhưng làm chưa tới, kỹ xảo với chuyển cảnh thì tệ hại nên phim chỉ dừng ở mức giải trí thôi.",6
1457,Đèn Âm Hồn,"Phim quá hay, nội dung kịch bản và dàn diễn viên dàn dựng được kung phu chi tiết, hấp dẫn gây ấn tượng cho người xem",10
1458,Đèn Âm Hồn,chất lượng ổn,8
1459,Đèn Âm Hồn,"Thoại còn khá cứng, sượng, diễn viên chưa bộc lộ được hết cảm xúc nhân vật, hơi hụt hẫng với cái kết, mạch thời gian không liên kết chặt chẽ lắm",6
1460,Đèn Âm Hồn,"phim hay, đáng để đi xem ạ",10
1461,Đèn Âm Hồn,Mình nghĩ tuỳ người xem và cảm nhận . Mình thấy xem hay mà . Chuyển thể từ văn học sang rất hay để cho người xem hiểu rõ hơn về chuyện. Rạp chiếu ok âm thanh ổn đưa người xem từ giật mình này sang giật mình kia . Nếu có thể khuyến khích mọi người nên xem nha,10
1462,Đèn Âm Hồn,"phim xem de giai tri, dien vien chinh dong qua do",4
1463,Đèn Âm Hồn,dở không hay,2
1464,Đèn Âm Hồn,hay nhưng chưa được sâu sắc cho lắm.,10
1465,Đèn Âm Hồn,tổng thể phim cũng hay mà,9
1466,Đèn Âm Hồn,Phim không hay lắm. Tình tiết và nội dung hơi mờ nhạt đối với mình.,5
1467,Đèn Âm Hồn,"Phim này hay chỉ khi đọc và hiểu người con gái nam sương nên lòng ghép thêm nhiều cảnh hù ma cho tăng thêm kích thích như tên phim ,phim hay coi oke nhưng cảnh cuối ko như kì vọng tiếc cho gia đình bà pháp sư",10
1468,Đèn Âm Hồn,phim hay hấp dẫn kết đẹp,10
1469,Đèn Âm Hồn,"Cốt phim người xem dễ đoán trước được, kỹ xảo còn hạn chế, không gây rùng sợn, nói chung là trên mức trung bình",7
1470,Đèn Âm Hồn,Phim rất đáng để xem.,10
1471,Đèn Âm Hồn,Phim hay nhé,10
1472,Đèn Âm Hồn,Kịch bản dễ đoán trước,7
1473,Đèn Âm Hồn,phim kinh dị mà ko kinh dị chút nào . kỹ xảo khá yếu . với màn hình nhìn mờ dễ gây đau mắt,4
1474,Đèn Âm Hồn,Phim ma tưởng phim hài,6
1475,Đèn Âm Hồn,Hay và hài,8
1476,Đèn Âm Hồn,Phim quá hay đáng xem!!!!!!,10
1477,Đèn Âm Hồn,"Phim hay, rap chiếu rio rộng rãi ghế thoải mái nhưng màn hình chiếu tối màu xem có chút khó chịu",9
1478,Đèn Âm Hồn,Hay do nha,8
1479,Đèn Âm Hồn,"Phim quá hay và ý nghĩa, cảnh phim đẹp. Mọi người nên xem nha",10
1480,Đèn Âm Hồn,Cũng đc nhưng chưa đạt mức hay,7
1481,Đèn Âm Hồn,"Lối dẫn truyện khá là rời rạc, có thể khiến người xem mất phương hướng
.
But I like most of the scene so that's a plus",8
1482,Đèn Âm Hồn,"Phim hay, diễn biến bất ngờ, cuốn. 9/10.
Ánh sáng màn hình tại rạp hơi tối (ý kiến cá nhân)",9
1483,Đèn Âm Hồn,Phim chưa đủ gây ấn tượng,7
1484,Đèn Âm Hồn,"phim hay, cảnh đẹp, dv ổn, có điều là chưa kinh dị lắm",9
1485,Đèn Âm Hồn,"Lần đầu làm phim của HN như v là ổn, nhưng xem cứ thấy thiếu thiếu gì đó😭",7
1486,Đèn Âm Hồn,"Phim cảnh đẹp, nội dung hay nhưng diễn viên Nam chính (Đinh) nét diễn vẫn còn cứng, chưa được tự nhiên. Đoạn thoại đầu phim lúc cậu bé dùng gậy khều cây đèn dưới bùn người mẹ thấy thì bị thiếu, theo tôi, lúc thấy cậu bé dùng gậy khều câu đèn dưới bùn, người mẹ chạy đến hỏi xem con đang làm gì, cậu bé không trả lời và tiếp tục khều cây đèn, người mẹ lúc đó nhìn theo hướng cây gậy và nhặt lên, mặt chưa kịp bất ngờ thì kêu con mau chạy về kẻo mưa và nói với con để mẹ đem về cho con chơi!",7
1487,Đèn Âm Hồn,"Hay, làm tôi giật mình lên giật mình xuống. Cảm ơn anh Nam nhé!!!!!!",8
1488,Đèn Âm Hồn,"Bọn nào pr phim Lố thế, làm t tưởng hay lắm, phim xem buồn ngủ",2
1489,Đèn Âm Hồn,"Phim có cốt truyện rõ ràng, tạo được mong chờ của người xem, vẫn còn một chút tình tiết nó hơi kỳ với bị mắc cười :)) trong khi cảnh đó đáng ra phải nghiêm túc",8
1490,Đèn Âm Hồn,Khá ổn.. vừa phải.. diễn xuất của Cô đồng tạm ổn.. còn quá íu.. bạn nữ làm mẹ cũng diễn ko mạnh lắm.. hay khá okay dù dễ đoán được. Nhưng lôi cuốn và logic. Nhẹ nhàng ổn định.. nói chung khá hài lòng.,7
1491,Đèn Âm Hồn,Phim khá ok mà thằng ngồi sau đá ghế khó chịu,7
1492,Đèn Âm Hồn,"Nam & nữ chính diễn nhạt nhẽo, thoại như kịch. Nam không hợp với vai này, biểu cảm hùng hổ quá sức đâm ra thành hài. Nữ diễn nhẹ nhàng không tự nhiên nên giả trân. Cô Liễu, anh Hưng với dàn diễn viên phụ, quần chúng gánh phim dùm. Kỹ xảo nhìn giả giả, tình tiết phim bị rời rạc. Nữ chính đi tự tử vì lý do bị đạo diễn ép chứ tình huống ko phù hợp :)))) Coi ủng hộ phim đầu tay mà thấy buồn buồn cười cười",4
1493,Đèn Âm Hồn,Phim nhạt nhẽo....,1
1494,Đèn Âm Hồn,"Hay, thằng nhóc báo nói chung xem thấy hơi vô lý nh thôi just phim j4f",7
1495,Đèn Âm Hồn,"Phim hay thật nha mn, mong đạo diễn Hoàng Nam sẽ tiếp tục sản xuất thêm những bộ phim tiếp theo",10
1496,Đèn Âm Hồn,Hay và đáng để xem,10
1497,Đèn Âm Hồn,"Phim hay. 100đ. 
Vài cảnh rất hài hước. Có yếu tố tâm linh nhưng ko kinh dị. 
Tự nhiên xem xong lại phải về cày series khám phá của đạo diễn Hoàng Nam 😀",10
1498,Đèn Âm Hồn,Phim hay nha,9
1499,Đèn Âm Hồn,"Phim dở, k cao trào, dv đơ",2
1500,Đèn Âm Hồn,1 từ HAY thôi là chưa đủ 😅,10
1501,Đèn Âm Hồn,"Phim hay đáng xem, chi tiết mạch lạc đầu tư kỹ lưỡng! Nhân vật liễu đã thổi hồn chính nghĩa cho bộ phim , tất cả các tuyến nhân vật làm kết cấu câu chuyện rất hay",10
1502,Đèn Âm Hồn,phim coa những tình tiết xàm không đáng xem,4
1503,Đèn Âm Hồn,"Có cốt truyện nhưng ra phim quá tệ, rời rạc, tình tiết và cách giải quyết không hợp lý, nhạc phim không hay, phim ma mà không sợ chút nào => XEM PHÍ TIỀN",4
1504,Đèn Âm Hồn,"Tâm linh rất Việt Nam. Khai thác được toàn bộ văn hoá tâm linh VN. Rất ok, ổn.  Truyền đạt nhân văn .  Về tình tiết phim k bất ngờ nhiều nhưng đều, mạch lạc .",8
1505,Đèn Âm Hồn,"Phim kịch bản rời rạc, làm kiểu không tới nên xem không có chút cảm xúc nào. Nội dung dễ đoán không có chút tình tiết bất ngờ nào. Lời thoại các nhân vật nghe khá thô không thật lắm. Nói chung là chán.",3
1506,Đèn Âm Hồn,Phim cũng hay. Có nội dung mới. Tạo hình con ma hơi sạn. Nhìn rõ luôn tấm vải đen trùm lên. 1 vài chi tiết khác xem cũng thấy chưa điện ảnh.dv bà đồng nét diễn cũng vẫn cứng Khác biệt so với phim trấn thành. Nên mình đã chọn xem phim này.,8
1507,Đèn Âm Hồn,Phim rất hay và rất cuốn lắm 10đ 👏,10
1508,Đèn Âm Hồn,Siêu hayyyy luôn nhma phim hơi ngắn thích nhất là nv sung vào cái vaii quaaaa hợp,10
1509,Đèn Âm Hồn,Dở xem xong thấy tốn tiền,1
1510,Đèn Âm Hồn,Qua tuyệt voi  10 điểm vui hài rất hay kết thúc có hậu,10
1511,Đèn Âm Hồn,Cười nghiêng ngã luôn ấy chời,10
1512,Đèn Âm Hồn,Phim đèn âm hồn xem cũng đc ko hay cx không dỡ nói chung là tạm ổn cho a Nam,8
1513,Đèn Âm Hồn,"Phim hay vl, đáng tiền, cảm giác được trân trọng đồng tiền của chính mình. Mười điểm!",10
1514,Đèn Âm Hồn,Đừng coi phí tiền.,3
1515,Đèn Âm Hồn,Phim vừa vặn. Ko quá kinh dị. Vừa kunh dị vừa hài vừa tình cảm vừa dân gian. Nói chùng phim vựa vặn nhẹ nhàng để xem đầu năm. Mong phim sẽ gặt hái nhiều thành công.,10
1516,Đèn Âm Hồn,"Phim hay hài ra hài mà kinh dị ra kinh dị . Kịch bản hay diễn viên đẹp cảnh Cao Bằng siêu đẹp , nhạc phim hay",10
1517,Nhóc Quậy Và Khu Rừng Kỳ Diệu,"Phim rất hay , nhân vật được lồng tiếng có chất riêng ( những câu thoại vô cùng hài hước và có những câu để học hỏi ) , sự mạnh mẽ và khôn khéo của nhân vật chính . Đáng xem lần 3",10
1518,Nhóc Quậy Và Khu Rừng Kỳ Diệu,"Không nghĩ là phim hoạt hình có thể làm hay đến mức này, từ nội dung cho đến ẩn ý và ý nghĩa đều làm rất chỉnh chu, kể cả hiệu ứng nữa. Xem bản phụ đề dịch ta nói nó làyyyyyyyyyyyyyyyyyyyyyy",10
1519,Đại Chiến Người Khổng Lồ: Lần Tấn Công Cuối Cùng,phim hay đáng trải nghiệm ở rạp,10
1520,Đại Chiến Người Khổng Lồ: Lần Tấn Công Cuối Cùng,"phim hay, xứng đáng 10 năm chờ đợi, tuyệt đối điện ảnh ý nghĩa sâu xa nhưng khuyên mng nên coi rạp khác để đảm bảo yếu tố hình ảnh chứ ở cine mờ quá mà chuyển động nhanh coi hơi đau mắt",10
1521,Đại Chiến Người Khổng Lồ: Lần Tấn Công Cuối Cùng,Phim hay tuyệt đối điện ảnh,10
1522,Đại Chiến Người Khổng Lồ: Lần Tấn Công Cuối Cùng,Khóc chảy nước mắt,10
1523,Đại Chiến Người Khổng Lồ: Lần Tấn Công Cuối Cùng,Quá đỉnh quá cháy mà dở cái là khúc cuối nhạc cao trào nhưng rạp lại bật đèn làm chóa ảnh hưởng tới trải nghiệm,10
1524,Đại Chiến Người Khổng Lồ: Lần Tấn Công Cuối Cùng,"Để lại rất nhiều ý nghĩa xem từng phân đoạn mới thấy rõ được, dù mới coi lại nhưng mình thấy vẫn rất hay xem trên rạp mới phê hơn.",10
1525,Đại Chiến Người Khổng Lồ: Lần Tấn Công Cuối Cùng,"Tuyệt vời, bộ phim hay nhất tui từng xem, từ phát triển nhân vật, animation, logic, cảm xúc,….1000 điểm",10
1526,Đại Chiến Người Khổng Lồ: Lần Tấn Công Cuối Cùng,Tuyệt vời ngoại trừ việc bị chú công an hỏi thăm sức khỏe 🤡,10
1527,Đại Chiến Người Khổng Lồ: Lần Tấn Công Cuối Cùng,Kết hơi buồn và dễ đoán so với bộ phim 10 năm chờ đợi,9
1528,Đại Chiến Người Khổng Lồ: Lần Tấn Công Cuối Cùng,"cảm xúc lắm ạ,khóc trôi rạp",10
1529,Captain America: Thế Giới Mới,mình thấy loa có hơi lớn dẫn đến khó chịu,7
1530,Captain America: Thế Giới Mới,"Nội dung đầu voi đuôi chuột, khai thác quá nông cạn ở cuối phim, quá dễ đoán và cố đưa tình tiết xúc động vào một cách quá sượng trân. Đây là phim Marvel đầu tiên mà mình thấy thất vọng nhất",6
1531,Captain America: Thế Giới Mới,"Kết phim hơi dễ đoán, nhưng có mấy cảnh hành động gay cấn nên cũng đỡ",8
1532,Captain America: Thế Giới Mới,Hấp dẫn kịch tính,8
1533,Captain America: Thế Giới Mới,Phim thế này mà chê thì chịu luôn !!!,10
1534,Captain America: Thế Giới Mới,"Yes, we still in the setup phase right now, so bear with me bruh
.
at least things wrap up pretty neat",7
1535,Rider: Giao Hàng Cho Ma,"Phim dở như hạch, ko nên đi xem vì hài nhảm cười ko nổi. Tốn 2 tiếng vào rạp vô ích",1
1536,Rider: Giao Hàng Cho Ma,K đặc sắc lắm,4
1537,Rider: Giao Hàng Cho Ma,"phim không hay, lồng tiếng sượng",4
1538,Rider: Giao Hàng Cho Ma,binh thuong,5
1539,Rider: Giao Hàng Cho Ma,"Phim hài đin, thêm quả lồng tiếng gần gũi người mình nữa, dù thích xem phụ đề hơn để nghe giọng diễn viên, nhưng nhìn chung là ổn. Nội dung dễ xem dễ cảm, thích hợp xem giải trí dù bạn có sợ ma vẫn xem được, vì chưa kịp sợ đã cười sặc rồi.",10
1540,Rider: Giao Hàng Cho Ma,"Ê tính ra nể biên kịch 1 thì nể đạo diễn 10 á, phim z mà cũng quay được hả dở tàn canh gió lạnh tốn 2 tiếng đồng hồ cuộc đời của t :))), ai muốn tốn thời gian chơi thì cứ coi đi, ngoài diễn viên đẹp ra thì mọi thứ như qq",3
1541,Rider: Giao Hàng Cho Ma,"Theo mình ở mức ổn thôi,pha một xíu miếng hài 3/10",3
1542,Rider: Giao Hàng Cho Ma,"Phim hay , buồn cười, giải trí , nên coi nha , cười muốn xỉu",10
1543,Rider: Giao Hàng Cho Ma,"Hay , hài . bắt kịp trend",9
1544,Rider: Giao Hàng Cho Ma,Mặc dù tình tiết dễ đoán trước nhưng mà xem thấy vui vui nha. Nên xem,8
1545,Rider: Giao Hàng Cho Ma,Xem khá giải trí,10
1546,Rider: Giao Hàng Cho Ma,"chắc t già rồi, trong rạp người ta sợ hãi, cười vui đủ kiểu mà t không chút cảm xúc luôn, diễn viên đẹp, ma hơi xấu với bẩn bẩn, cốt truyện thì bỏ qua, jumpscare không đáng nhắc đến, nếu không có lồng tiếng chắc là hay hơn (ý kiến cá nhân), vừa đủ để ae rủ bạn gái đi xem nhưng không đến nổi e nó ôm bạn cứng ngắc không dám nhìn màn hình,  thôi ae cố gắng xem phim vui vẻ",5
1547,Rider: Giao Hàng Cho Ma,"Phim hay, nv diễn tự nhiên, cảnh vật hài hước dễ chịu. 10 điểm❤️❤️",10
1548,Rider: Giao Hàng Cho Ma,"Coi giải trí thì ok,lâu lắm ms thấy Mario trở lại nhé vẫn đẹp trai như ngày nào còn về nội dung thì cũ,chưa có j đột phá lắm,hơi tiếc rạp không có phụ đề nhỉ để coi hài cỡ nào nữa mà thôi LT cũng khá ok rồi,anh MVK LT cười xỉu luôn",7
1549,Rider: Giao Hàng Cho Ma,"Phim không có gì đặc sắc, hù không sợ với toàn hài nhảm không nên thấy khá phí thời gian đi công chiếu.",2
1550,Kẻ Đồng Hành,"Thấy phim bị lu mờ ở Việt Nam quá, là 1 bộ phim có logic và twist đỉnh nên mình thấy phim nên được biết đến nhiều hơn. (Có hài, kinh dị với bạo lực nha)",8
1551,Kẻ Đồng Hành,I was thoroughly flipped on my seat bruh,10
1552,Tiểu Thư Jones: Suy Vì Anh,"Phim xem khá vui và giải trí, có phân đoạn chạm đến cảm xúc người xem, còn những phần còn lại là hài đen với tình cảm lãng mạn (có cả tình cảm giường chiếu làm khá chân thực)",9
1553,Nữ Tu Bóng Tối,Phim cũng được không đáng sợ lắm. Nếu mng biết 72 con quỷ của vua Solomon thì sẽ biết 1nv trong phim,7
1554,Nữ Tu Bóng Tối,"Quá dở , xem mà buồn ngủ",1
1555,Nữ Tu Bóng Tối,Không có gì đặc sắc,4
1556,Nữ Tu Bóng Tối,"Lạc lẻo, thiếu chiều sâu",3
1557,Nữ Tu Bóng Tối,Phim okeee chị đẹp song hye kyo xinh,10
1558,Nữ Tu Bóng Tối,"Phim hay, nhìn khách quan hơn sẽ thấy ẩn ý  về những giáo lý cơ bản của công giáo, về việc dũng cảm đối diện với nỗi sợ hãi..",10
1559,Nữ Tu Bóng Tối,"Dở hơn chữ dở, mạch phim lê thê, buồn ngủ. Cả phim toàn thấy chửi bậy",1
1560,Nữ Tu Bóng Tối,"Phim hay,mình là người công giáo. Rất thích phim này,phim này chủ yếu về tâm lý, chứ ko có hù dọa hay gì cả. 7,5/10 nên xem 1 lần",7
1561,Nữ Tu Bóng Tối,"Hay nha mn 🥳 Thích Song Hye Kyo đóng dã man, phim nào cũng diễn đạt 😘 Mê chị ❤️",9
1562,Nữ Tu Bóng Tối,Diễn suất của Song Hye Kio quá đỉnh. Phim cực đã rạp tác động mọi giác quan. Mãi đỉnh,10
1563,Nữ Tu Bóng Tối,Phim nội dung bình thường nhưng diễn viên xịnnnn🫶🏻,7
1564,Bước Chân Dũng Cảm,"lúc đầu chả kỳ vọng gì vì thấy bạn đi xem về chê quá, tới rạp thấy có 1 số cô giáo nước ngoài và học sinh khuyết tật đang xem. Cảm ơn họ vì đã khiến phim thêm phần cảm xúc, khi mình được chính mình thấy được những sự nỗ lực của những người bị bệnh bẩm sinh, và nỗ lực của gia đình từ trong phim đến ngoài đời thực.",9
1565,Nhà Gia Tiên,Rạp ok phim hay nhiwng bảp bệ giữ xe có thái độ khó chịu,10
1566,Nhà Gia Tiên,"Phim ý nghĩa, e thích diễn viên Huỳnh Lập làm phim vừa hay vừa duyên nữa. Chúc cho DV Huỳnh Lập sẽ ngày càng thành công hơn nữa nhé .",10
1567,Nhà Gia Tiên,Rất đáng để xem phim,9
1568,Nhà Gia Tiên,"Siêu hay luôn á, quá hay luôn highly rcm mng nên xem nhé, cực kì ý nghĩa luôn",10
1569,Nhà Gia Tiên,"Hơi nhiều tình tiết, làm phim hơi rối",7
1570,Nhà Gia Tiên,"gấc gấc hay, khóc trôi kem nền",10
1571,Nhà Gia Tiên,"Phim hay và xúc động, rất đáng xem",10
1572,Nhà Gia Tiên,"Nội dung hay, đánh sâu vào tâm lý giới trẻ. Khúc cao trào không sợ mà lại ứa nước mắt",10
1573,Nhà Gia Tiên,"Phim hay lắm ạ, phim rất có ý nghĩa và xen lẫn một chút hài hước🥰",10
1574,Nhà Gia Tiên,"Khá ổn, phim có chiều sâu không bị rời rạc, có những cảnh nhân vật Tiên thoại không được tự nhiên lắm, cốt truyện ổn",7
1575,Nhà Gia Tiên,"Phim hay, cốt chuyện hay, rõ ràng, bất ngờ, hồi hộp, cảm động
Phim huỳnh lập rất đáng coi nha",10
1576,Nhà Gia Tiên,"Phim hay, vừa hài vừa cảm động đáng xem nha",10
1577,Nhà Gia Tiên,Phim hay cảm động,10
1578,Nhà Gia Tiên,Phim hay nha. Xứng đáng tiền vé :v,10
1579,Nhà Gia Tiên,"Phim rất hay, mong anh Huỳnh Lập có thể sản xuất ra nhiều thật nhiều bộ phim hay và ý nghĩa như thế nữa anh nhéee",10
1580,Nhà Gia Tiên,"10đ không có nhưng , nội đung cực ý nghĩa và đâu sắc .",10
1581,Nhà Gia Tiên,"Phim rất hay, ý nghĩa. Tình cảm gia đình là trên hết. Nhiều cảm xúc quá nên thôi mọi người ra rạp coi đi cho cảm hết <3",10
1582,Nhà Gia Tiên,Recommend mn nên xem,10
1583,Nhà Gia Tiên,Phim của Huỳnh Lập là khỏi bàn đỉnh của đỉnh,10
1584,Nhà Gia Tiên,"tui đi xem 2 lần trong tuần này rồi đó, quá ý nghĩa huhu, plot twist cũng hay, tui kén xem phim lắm và ch bao g xem bộ nào quá 1 lần nhma bộ phim này hay nhất từ trước đến g tui từng xem, tui khók mất",10
1585,Nhà Gia Tiên,Phim Việt hay nhất từng xem,10
1586,Nhà Gia Tiên,Quá trời là hay rồi,10
1587,Nhà Gia Tiên,7 điểm là hay còn 3đ là sợ mà sợ mới có 2đ thôi chưa đc 3đ nghen. Tăng độ sợ lên xíu nữa mới đã cái nư tui nghen,9
1588,Nhà Gia Tiên,"phim khai thác góc độ tình cảm gia đình và truyền thống của Việt Nam, xem rất hay và xúc động!",10
1589,Nhà Gia Tiên,"Bộ phim rất cảm động. Mình dẫn ba mẹ đi coi, thông qua bộ phim có thể giúp mình cũng như ba mẹ hiểu được suy nghĩ của nhau",10
1590,Nhà Gia Tiên,"Tui không biết mọi người sao chứ tui thấy dở, vợ chồng tui đi xem về xong cãi nhau vì chọn phim gì không như mong đợi",2
1591,Nhà Gia Tiên,"phim nói về nét văn hoá của người Việt,về thờ cúng tổ tiên ông bà nguồn cội cho lớp trẻ sau hiểu hơn và quan trọng là gìn giữ nét đẹp văn hóa đang dần bị mất đi",9
1592,Nhà Gia Tiên,Phim hay ❤️,10
1593,Nhà Gia Tiên,"Từ tết đi xem các bộ phim hot đến giờ. Quan điểm của mình thấy phim của Huỳnh Lập có rất nhiều tiếng cười, sự sợ hãi và đặc biệt là chạm tới cảm xúc của nhiều khán giả về tình cảm gia đình. Mình thực sự rất thích phim này. Rcm mọi người đi xem phim này nhé!!!",10
1594,Nhà Gia Tiên,"Bộ phim rất hay, lồng ghép giữa những yếu tố hài hước, tình cảm, tâm linh. Bộ phim mang đến cho chúng ta thông điệp” hãy quan tâm đến gia đình nhiều hơn “.  Rcm cho mọi nên xem",10
1595,Nhà Gia Tiên,"Phim hay noi dung de hieu , vui ,gan gui moi lua tuoi , dang xem",10
1596,Nhà Gia Tiên,Hay khủng khiếp,10
1597,Nhà Gia Tiên,"Phim hay, ý nghĩa cho giới trẻ nhớ về cội nguồn",10
1598,Nhà Gia Tiên,"Phim hay dữ luôn, phân đoạn ba Mỹ Tiên xuất hiện là trong lòng vỡ oà luôn, đó là mong ước lớn nhất từ trước tới giờ của mình, ước được 1 lần gặp hay mơ thấy ba nhưng chắc ba biết mình sợ nên ba hong cho hehee",10
1599,Nhà Gia Tiên,"Tuyệt vời, không có gì để chê một bộ phim quá xuất sắc, mãi ủng hộ Huỳnh Lập",10
1600,Nhà Gia Tiên,"Phim hay, hấp dẫn, chạm đến cảm xúc của người xem",10
1601,Nhà Gia Tiên,Cảm động tình cảm gia đình,10
1602,Nhà Gia Tiên,"phim quá hay mong a huỳnh lập ra nhiều phim hơn nữa
coi xong phim bây giờ tôi mới biết ý nghĩa ngày đám giỗ , ý nghĩ của cuộc sống và gia đình",10
1603,Nhà Gia Tiên,"Hay, ý nghĩa, rất recommend mọi người đi coi",10
1604,Nhà Gia Tiên,"Bộ phim rất đáng xem 
😘😘",10
1605,Nhà Gia Tiên,"siêu hay và ý nghĩa , mình xem lần này là xem lại lần 2 đóoo , đáng xem nhất từ trước đến giờ",10
1606,Nhà Gia Tiên,"Phim hay ạ , cảm xúc và đầy ý nghĩa. Nhờ phim mà em mới cảm thấy rằng cuộc sống chết k phải là hết và cảm nhận được người thân đã khuất vẫn còn luôn ở bên cạnh mik. Em rất cảm ơn đạo diễn và đoàn làm phim ạ",10
1607,Nhà Gia Tiên,"Đối với mình thì đây có lẽ là bộ phim hay nhất từ Tết đến giờ, HL đã xây dựng một câu chuyện vô cùng logic và ý nghĩa, bộ phim có giá trị nhân văn sâu sắc vì đã nhắc nhở người xem về vấn đề nhức nhối trong xã hội ngày nay rằng giới trẻ dần quên đi ông bà tổ tiên của họ. Cùng với đó là những câu nói chạm đến lòng người, có lẽ điều đó làm mình quên đi nỗi sợ khi bước ra khỏi rạp. Hình ảnh đầu tư, chỉnh chu trong nhiều khâu. Nói chung là perfect, mọi người nên đi xem để có thể cảm nhận rõ hơn nhaa",10
1608,Nhà Gia Tiên,"hay lắm lun mn ưi
nên di xem nhaaaa 😍😍😍",10
1609,Nhà Gia Tiên,"bình thường, ko hay lắm",7
1610,Nhà Gia Tiên,Hay quáaaA,10
1611,Nhà Gia Tiên,"Phim hay và ý nghĩa, rất nên xem",10
1612,Nhà Gia Tiên,"Nội dung sáng tạo, phù hợp với văn hóa á đông",10
1613,Nhà Gia Tiên,"Diễn xuất tốt. Nhiều tình tiết bất ngờ. Câu chuyện về gia đình đầy nhân văn. Vui có, cảm động có, giật mình có. Nên xem nhé mọi ng",8
1614,Nhà Gia Tiên,Hay rất hay,10
1615,Nhà Gia Tiên,"Xuất xắc, nó giúp em giác ngộ được chân lí và Phật Pháp. Em xin cảm ơn tất cả EKIP trong bộ phim và anh Huỳnh Lập đã làm ra một bộ phim hay và ý nghĩa đến như vậy. Chúc EKIP mình may mắn và thành công ạ.",10
1616,Nhà Gia Tiên,Quáaa xứcc xắccc luônnnn 💯,10
1617,Nhà Gia Tiên,"Phim hay chạm đến người xem, phim giúp người xem hiểu hơn về phong tục làm đám giỗ của người Việt",10
